Time Received,VIN,VIN Search,Tag,Tag Search,Year,Make,Model,Color,Type,Tow Location,Pickup Lot,Time of Tow
02/07/2024 10:22,xxxxxxxxxxxx29529,3VWSF71K57M029529,xxxx4936,TTF-4936,2007,VOLKS,JETTA,GRAY,PUBLIC,HARWOOD ST/CHAMBERS ST RICH,642 W SOUTHSIDE PLZ,02/07/2024 9:04 AM
02/05/2024 12:20,xxxxxxxxxxxx79718,3VWSP69M23M179718,xxx2847,UCM2847,2003,VOLKS,JETTA,WHITE,PUBLIC,1500-BLK PORTER ST,642 W SOUTHSIDE PLZ,02/05/2024 12:20 PM
02/18/2024 09:34,xxxxxxxxxxxxx37769,4a3ac44gx1f1537769,xxx2011,VDA2011,2001,MITSU,ECLIP,SILVE,PRIVATE,200-BLK S OINE ST,6906 SCHOOL AVE,02/18/2024 9:34 AM
02/05/2024 12:01,xxxxxxxxxxxx05095,4A3AK34T96E005095,xxA304,URA304,2006,MISTU,ECLP,RED,PUBLIC,1500-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/05/2024 12:01 PM
02/06/2024 17:31,xxxxxxxxxxxx12739,4A4JN2AS5AE012739,xxx4LFE,AWM4LFE,2010,MITSU,ENDEA,TAN,PUBLIC,W FRANKLIN ST/WESTMORELAND ST RICH,642 W SOUTHSIDE PLZ,02/06/2024 5:31 PM
02/12/2024 01:10,xxxxxxxxxxxx04088,4F2CY0C73AKM04088,xxx2154,USC2154,2010,MAZDA,TRIBU,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/12/2024 1:10 AM
02/08/2024 01:38,xxxxxxxxxxxx22659,4JGBB75E26A022659,xxxx5743,TSD-5743,2006,MERCE,MI500,SIL,PUBLIC,E BROOKLAND PARK BLVD/WELLINGTON ST RICH,642 W SOUTHSIDE PLZ,02/08/2024 1:14 AM
02/05/2024 20:44,xxxxxxxxxxxx05478,4M2ZU66K05ZJ05478,xxx9303,TXS9303,2005,MERCU,MOUNT,RED,PRIVATE,132100-BLK E MAIN ST,1901 RICHMOND HWY,02/05/2024 7:28 PM
02/07/2024 11:10,xxxxxxxxxxxx40459,4S3BNAF69K3040459,xxxx8874,UNT-8874,2019,SUBAR,LEGAC,BLACK,PUBLIC,ROSEDALE AVE/WESTWOOD AVE RICH,642 W SOUTHSIDE PLZ,02/07/2024 9:29 AM
02/11/2024 17:39,xxxxxxxxxxxx27920,4S3GTAA64K3727920,xxxx2162,TPC-2162,2019,SUBAR,IMPRE,GRAY,PUBLIC,OVERBROOK RD/HERMITAGE RD RICH,642 W SOUTHSIDE PLZ,02/11/2024 4:37 PM
02/09/2024 16:33,xxxxxxxxxxxx66072,4S4BRBKC2B3366072,xx64BN,3864BN,2011,SUBAR,OUTB,BLUE,PUBLIC,GROVE AVE/N SHEPPARD ST RICH,642 W SOUTHSDIE,02/09/2024 4:33 PM
02/16/2024 20:52,xxxxxxxxxxxx76804,4S4BSANC4J3276804,xxxx1050,TNE-1050,2018,SUBAR,OUTBK,RED,PUBLIC,2800-BLK MONUMENT AVE,642 W SOUTHSIDE PLZ,02/16/2024 8:51 PM
02/14/2024 20:57,xxxxxxxxxxxx29684,4T1B11HK2JU029684,xxx9271,UBP9271,2018,TOYOT,CAMRY,GRAY,PRIVATE,1300-BLK E MAIN ST,1901 RICHMOND HWY,02/14/2024 8:50 PM
02/13/2024 13:54,xxxxxxxxxxxx17077,4T1B21HK2KU517077,xxxx8981,USU-8981,2019,TOYOT,CAMRY,BLACK,PUBLIC,200-BLK N 20TH ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2024 12:51 PM
02/12/2024 04:42,xxxxxxxxxxxx02615,4t1bd1eb2du002615,xxx8021,UND8021,2013,TOYOT,AVALO,BLK,REPO,2100-BLK N 23RD ST,"2500, AUSTIN AVENUE",02/12/2024 4:42 AM
02/07/2024 03:15,xxxxxxxxxxxx10896,4T1BD1FK7HU210896,xxx7690,TZA7690,2017,TOYOT,CARMY,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 3:15 AM
02/08/2024 21:56,xxxxxxxxxxxx29474,4T1BE30K25U529474,xxx5679,VJE5679,2005,TOYOT,CAMRY,GRAY,PRIVATE,1800-BLK HIGHPOINT AVE,168 BELT BLVD,02/08/2024 9:56 PM
02/14/2024 09:59,xxxxxxxxxxxx32509,4T1BE30K35U432509,xx GRL,IT GRL,2005,TOYOT,4DOOR,GREY,PRIVATE,100-BLK N 2 ST,1200 BENTLEY  ST,02/14/2024 9:56 AM
02/09/2024 01:18,xxxxxxxxxxxx02193,4T1BE30K73U202193,xxx4412,MGH4412,3,TOYOT,CAMRY,BLACK,PRIVATE,300-BLK W FRANKLIN ST,4839 WALLER RD,02/09/2024 1:00 AM
02/05/2024 09:09,xxxxxxxxxxxx08028,4T1BE32K06U708028,xxxx2902,UDC-2902,2006,TOYOT,CAMRY,SILVER,PUBLIC,2200-BLK E MAIN ST,642 W SOUTHSIDE PLZ,02/05/2024 7:36 AM
02/07/2024 13:48,xxxxxxxxxxxx50177,4T1BE32K74U850177,xx44BH,9844BH,2004,TOY,CAM,BLACK,PUBLIC,00-BLK W 15TH ST,642 W SOUTHSIDE PLZ,02/07/2024 1:48 PM
02/07/2024 13:57,xxxxxxxxxxxx53252,4T1BE32KX4U853252,xxxx7670,UKH-7670,2004,TOY,CAM,BLUE,PUBLIC,1000-BLK E 15TH ST,642 W SOUTHSIDE PLZ,02/07/2024 1:57 PM
02/06/2024 10:44,xxxxxxxxxxxx13919,4T1BE46K09U413919,xxx7293,XHC7293,2009,TOYOT,CAMRY,RED,PUBLIC,1300-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/06/2024 10:44 AM
02/09/2024 03:09,xxxxxxxxxxxx35801,4T1BE46K47U135801,xxx8234,XBY8234,2007,TOYOT,CAMRY,GRAY,PRIVATE,1700-BLK CLARKSON RD,1901 RICHMOND HWY,02/09/2024 3:09 AM
02/06/2024 10:21,xxxxxxxxxxxx14045,4T1BE46K79U314045,xxx9692,XPH9692,2009,TOYOT,CAMRY,SILVER,PUBLIC,1400-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/06/2024 10:21 AM
02/09/2024 00:28,xxxxxxxxxxxx00820,4T1BE46K97U100820,xxx5455,UFG5455,2007,TOYOT,CAMRY,GRAY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 12:28 AM
02/11/2024 04:39,xxxxxxxxxxxx48397,4T1BF1FK2EU348397,xxxx7929,VXE 7929,2014,TOYOT,CAMRY,BLACK,PUBLIC,E CANAL ST/S 2ND ST RICH,642 W SOUTHSIDE PLZ,02/11/2024 4:30 AM
02/05/2024 23:34,xxxxxxxxxxxx49266,4T1BF1FK5EU849266,xxxx3305,UAJ 3305,2014,TOYOT,4DOOR,GREY,PRIVATE,1100-BLK W GRACE ST,1200 BENTLEY  ST,02/05/2024 11:34 PM
02/05/2024 16:35,xxxxxxxxxxxx91524,4T1BF28B11U191524,xYRS1,MYRS1,2001,TOYOT,AVALO,WHITE,PUBLIC,1000-BLK BOWE ST,642 W SOUTHSIDE PLZ,02/05/2024 1:33 PM
02/09/2024 01:35,xxxxxxxxxxxx34905,4T1BF32K86U634905,xxxEYTC,HONEYTC,2006,TOYOT,CAMRY,WHT,PUBLIC,4000-BLK CRUTCHFIELD ST,642 W SOUTHSIDE PLZ,02/09/2024 1:34 AM
02/09/2024 02:24,xxxxxxxxxxxx72060,4T1BF3EK3AU572060,xxx3983,UJH3983,2010,TOYOT,CAMRY,GRAY,PRIVATE,1300-BLK E MAIN ST,1901 RICHMOND HWY,02/09/2024 2:23 AM
02/14/2024 23:47,xxxxxxxxxxxx76668,4T1BG22K1XU876668,xx01TI,2901TI,99,TOYOT,CAMRY,GREEN,PRIVATE,900-BLK N LOMBARDY ST,4839 WALLER RD,02/14/2024 11:27 PM
02/11/2024 12:26,xxxxxxxxxxxx31459,4T1BK1EB8DU031459,xxxx9072,TVE-9072,2013,TOYOT,AVALO,GRAY,PUBLIC,1400-BLK W MAIN ST,642 W SOUTHSIDE PLZ,02/11/2024 11:26 AM
02/15/2024 13:20,xxxxxxxxxxxx04365,4T1BK36B68U304365,xxx6634,TRK6634,2008,TOYOT,AVALO,SILVER,PUBLIC,RICHMOND HWY /BELLEMEADE RD RICH,642 W SOUTHSIDE PLZ,02/15/2024 1:18 PM
02/09/2024 05:43,xxxxxxxxxxxx09782,4T1BK3EK1BU609782,xxx5317,TWD5317,2011,TOYOT,CAMAR,GREEN,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 5:43 AM
02/08/2024 02:36,xxxxxxxxxxxx23549,4T1CE38P54U823549,xxx7508,UAS7508,2004,TOYOT,SOLOR,SILVER,PRIVATE,2400-BLK DOCK ST,1901 RICHMOND HWY,02/08/2024 2:36 AM
02/15/2024 03:06,xxxxxxxxxxxx29659,4T1G11AK7LU929659,xxx6543,TSU6543,2020,TOYOT,CAMRY,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 3:06 AM
02/04/2024 15:50,xxxxxxxxxxxx75189,4T1G11AK9MU575189,xxxx5511,TNN-5511,2021,TOYOT,CAMRY,BLACK,PUBLIC,E MARSHALL ST/N 22ND ST RICH,642 W SOUTHSIDE PLZ,02/04/2024 2:48 PM
02/16/2024 20:31,xxxxxxxxxxxx16479,4T1G31AK7PU616479,xxG62À,WXG62À,23,TOYOT,CAMEY,BLACK,PRIVATE,1400-BLK W MARSHALL ST,4839 WALLER RD,02/16/2024 8:00 PM
02/10/2024 23:23,xxxxxxxxxxxx85579,4T1J11AKXLU885579,xxx6493,UML6493,2020,TOYOT,CAMEY,WHITE,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/10/2024 11:00 PM
02/12/2024 08:01,xxxxxxxxxxxx14678,4T1K61AKXLU314678,xxxx1548,TMN 1548,2020,TOYOT,CAMRY,SILVER,PUBLIC,7900-BLK RIVERSIDE DR,642 W SOUTHSIDE PLZ,02/12/2024 7:45 AM
02/07/2024 23:17,xxxxxxxxxxxx37084,55swf4kb1gu137084,xxx5993,TWP5993,2016,MERCE,C300,WHITE,REPO,2900-BLK LYNHAVEN AVE,"2500, AUSTIN AVENUE",02/07/2024 11:17 PM
02/17/2024 00:54,xxxxxxxxxxxx09274,55SWF4KB4FU009274,xxx9818,TZP9818,2015,MERCE,C CLA,BLACK,REPO,2100-BLK W MAIN ST,600 DINWIDDIE AVE,02/17/2024 12:54 AM
02/16/2024 00:34,xxxxxxxxxxxx72453,58ABK1GG4HU072453,xxx8902,TYX8902,2008,LEXUS,ES350,BLACK,PRIVATE,6500-BLK GREENBANK RD,11THURMAN ST,02/16/2024 12:33 AM
02/14/2024 01:54,xxxxxxxxxxxx30396,5FNRL18953B030396,xxx7290,TZH7290,2003,HONDA,ODYSS,GREY,PRIVATE,3600-BLK CHAMBERLAYNE AVE,5341 OLD MIDLOTHIAN TPKE,02/14/2024 1:53 AM
02/15/2024 09:27,xxxxxxxxxxxx41977,5FNRL38775B041977,xxxx203V,DV 4203V,2005,HONDA,ODYSS,SILVER,PUBLIC,1400-BLK MINEFEE ST,642 W SOUTHSIDE PLZ,02/15/2024 8:13 AM
02/06/2024 01:00,xxxxxxxxxxxx22698,5FNRL5H25FB022698,xxx9896,TWS9896,2015,HONDA,ODYSS,WHITE,PRIVATE,500-BLK PORTER ST,168 BELT BLVD,02/06/2024 1:00 AM
02/09/2024 12:08,xxxxxxxxxxxx58842,5FNRL5H95FB058842,xxXJAX,LEXJAX,2015,HONDA,ODYS,GRAY,PUBLIC,100-BLK N MORRIS ST,642 W SOUTHSIDE PLZ,02/09/2024 12:07 PM
02/13/2024 05:00,xxxxxxxxxxxx19363,5fnyf4h51bb019363,xxx4569,TPL4569,2011,HONDA,PILOT,SILVER,REPO,2300-BLK YORKTOWN AVE,"2500, AUSTIN AVENUE",02/13/2024 5:00 AM
02/07/2024 00:31,xxxxxxxxxxxx47528,5FNYF4H90BB047528,xxxx1820,UTK-1820,2011,HONDA,PILOT,BLACK,PUBLIC,BROAD ROCK BLVD/WARWICK RD RICH,642 W SOUTHSIDE PLZ,02/06/2024 11:33 PM
02/16/2024 23:12,xxxxxxxxxxxx73708,5GAERBKW8KJ173708,xxxx6746,TND-6746,2019,BUICK,ENCLA,GRY,PUBLIC,W BROAD ST/ALLISON RICH,642 W SOUTHSIDE PLZ,02/16/2024 11:11 PM
02/05/2024 00:31,xxxxxxxxxxxx16300,5GAKRBKD3FJ316300,xx2413,N12413,2015,BUICK,ENCLA,SILVER,PRIVATE,2800-BLK BROAD ROCK BLVD,11 THURMAN ST,02/04/2024 11:54 PM
02/07/2024 03:31,xxxxxxxxxxxx18941,5gakvced3cj118941,xxx4499,UCB4499,2012,BUICK,ENCLA,WHITE,REPO,100-BLK GREEN ACRES AVE,"2500, AUSTIN AVENUE",02/07/2024 3:30 AM
02/18/2024 11:33,xxxxxxxxxxxx87594,5gten33e388187594,xxx2532,UTC2532,2009,HUMME,H3,RED,REPO,1200-BLK W LEIGH ST,3575 BRIDGE RD,02/18/2024 11:33 AM
02/07/2024 09:57,xxxxxxxxxxxx95717,5GZCZ63426S895717,xxxx6184,VVV-6184,2006,SAT,VUE,TEAL,PUBLIC,100-BLK 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 9:57 AM
02/09/2024 01:54,xxxxxxxxxxxx32790,5J6RE3H39BL032790,xx32VZ,1032VZ,2011,HONDA,CRV,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 1:53 AM
02/06/2024 13:10,xxxxxxxxxxxx14006,5J6RE485X7L014006,xxxx6270,TYA-6270,2007,HONDA,CR-V,GOLD,PUBLIC,1200-BLK BAINBRIDGE ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 9:38 AM
02/05/2024 20:54,xxxxxxxxxxxxx02647,5J6RM4H7 1EL002647,xxxx6806,VXT 6806,2014,HONDA,4DOOR,GREY,PRIVATE,0-BLK W JACKSON ST,1200 BENTLEY  ST,02/05/2024 8:29 PM
02/06/2024 19:39,xxxxxxxxxxxx02697,5J6RM4H71EL002697,xxxx6806,VXT-6806,2017,HONDA,CR-V,GRAY,PRIVATE,0-BLK W JACKSON ST,1200 BENTLEY ST,02/06/2024 7:38 PM
02/06/2024 19:10,xxxxxxxxxxxx13464,5J8YD3H31LL013464,xxx8201,UEX8201,2020,ACURA,MDX,BLACK,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER ROAD,02/06/2024 7:10 PM
02/14/2024 12:31,xxxxxxxxxxxx34648,5N1AA08B04N734648,xxxx2888,TXS-2888,2004,NISSA,BROWN,BROWN,PUBLIC,2000-BLK CASTLEWOOD,642 W SOUTHSIDE PLZ,02/14/2024 12:29 PM
02/14/2024 15:28,xxxxxxxxxxxx25640,5n1al0mm3dc325640,xxx4285,UDB4285,2013,INFIN,JX,WHITE,REPO,800-BLK RICHMOND HWY,3575 BRIDGE RD,02/07/2024 3:28 PM
02/10/2024 15:52,xxxxxxxxxxxx00676,5N1AR2MM1FC600676,xxxx5376,UNX-5376,2015,NISSA,PATHF,SILVER,PUBLIC,1900-BLK W CARY ST,642 W SOUTHSIDE PLZ,02/10/2024 2:51 PM
02/15/2024 01:26,xxxxxxxxxxxx03363,5N1AR2MM8EC603363,xxx6877,UCT6877,2014,NISSA,PATHF,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 1:26 AM
02/13/2024 04:20,xxxxxxxxxxxx57023,5N1AZ2MG9JN157023,xxx4138,UMV4138,2018,NISSA,MURAN,SILVER,PRIVATE,6700-BLK S GRAND BROOK CIR,1901 RICHMOND HWY,02/13/2024 4:20 AM
02/12/2024 01:27,xxxxxxxxxxxx70781,5N1AZ2MH2HN170781,xxxx1285,UBH 1285,2017,NISSA,MURAN,GRAY,PUBLIC,E MAIN ST/PEAR ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 12:56 AM
02/08/2024 05:00,xxxxxxxxxxxx58900,5N1AZ2MH3GN158900,xxx1658,UHT1658,2016,NISSA,MURAN,BLUE,PRIVATE,1100-BLK E MAIN ST,1901 RICHMOND HWY,02/08/2024 5:00 AM
02/14/2024 10:29,xxxxxxxxxxxx88526,5N1DR2MM4HC688526,xxxx9676,TMV-9676,2017,NISSA,PATHF,SILVER,PUBLIC,N 25TH ST/E MAIN ST RICH,642 W SOUTHSIDE PLZ,02/14/2024 8:27 AM
02/12/2024 19:45,xxxxxxxxxxxx45706,5NMJE3AE8PH245706,xxx8669,TPP8669,2023,HYUND,TUCSO,BLACK,PRIVATE,1300-BLK E MAIN ST,1901 RICHMOND HWY,02/12/2024 7:44 PM
02/07/2024 19:37,xxxxxxxxxxxx15385,5NMS2CAD4KH115385,xx3825,VC3825,2019,HYUND,SANTA,WHITE,PRIVATE,1100-BLK HERMITAGE RD,4901 WALLER ROAD,02/07/2024 7:37 PM
02/09/2024 21:08,xxxxxxxxxxxx22141,5NMS34AJ9MH322141,xxxE278,UFWE278,21,HYUND,SANTA,BLACK,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/09/2024 8:55 PM
02/12/2024 15:11,xxxxxxxxxxxx22902,5NMSG13D87H122902,xxx2772,TVS2772,2007,HYUND,SANTA,BLUE,PRIVATE,1200-BLK W MAIN ST,168 EAST BELT BOULEVARD,02/12/2024 3:10 PM
02/07/2024 11:50,xxxxxxxxxxxx08305,5NMSG3AB1AH408305,xxxx7667,UEZ-7667,2010,HYUND,SANTA,SILVER,PUBLIC,200-BLK E 11TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:52 AM
02/10/2024 23:26,xxxxxxxxxxxx54995,5NPD74LF2JH254995,xxxx5177,VZG 5177,2018,HYUND,ELANT,BLUE,PUBLIC,GLENLEA AVE/MADDOX ST RICH,642 W SOUTHSIDE PLZ,02/10/2024 11:16 PM
02/12/2024 20:45,xxxxxxxxxxxx04677,5NPD74LF4LH604677,xxxx8467,TMH 8467,2020,HYUND,ELANT,SILVER,PUBLIC,HERMITAGE RD/WESTWOOD AVE RICH,642 W SOUTHSIDE PLZ,02/12/2024 8:28 PM
02/05/2024 18:26,xxxxxxxxxxxx12737,5NPD74LF9HH212737,xxxx9465,UNJ-9465,2017,HYUND,ELANT,WHITE,PUBLIC,SOUTHWOOD PKWY/CLARKSON RD RICH,642 W SOUTHSIDE PLZ,02/05/2024 4:25 PM
02/06/2024 10:22,xxxxxxxxxxxx14254,5NPD84LF0HH014254,xxxx7216,VMC-7216,2017,HYUN,ELAN,WHITE,PUBLIC,1100-BLK DECATUR ST,642 W SOUTHSIDE PLZ,02/06/2024 10:21 AM
02/08/2024 08:08,xxxxxxxxxxxx26588,5NPD84LF1HH026588,xx102H,88102H,2017,HYUND,ELANT,WHT,PUBLIC,NB POWHITE/TOLL PLAZA RICH,642 W SOUTHSIDE PLZ,02/08/2024 8:08 AM
02/11/2024 20:22,xxxxxxxxxxxx32385,5NPD84LF1JH232385,xxxx9855,UFE 9855,2018,HYUND,ELANT,BLACK,PUBLIC,600-BLK W SOUTHSIDE PLZ,642 W SOUTHSIDE PLZ,02/11/2024 8:00 PM
02/12/2024 01:33,xxxxxxxxxxxx68088,5NPD84LF4HH068088,xxx 813,UFR 813,2017,HYUND,ELANT,SILVER,PUBLIC,MADDOX ST/GLENLEA AVE RICH,642 W SOUTHSIDE PLZ,02/12/2024 1:22 AM
02/08/2024 02:10,xxxxxxxxxxxx64027,5NPD84LF4KH464027,xxx1799,USG1799,2019,HYUND,ELANT,BLUE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 2:10 AM
02/11/2024 20:10,xxxxxxxxxxxx70782,5NPD84LF4KH470782,xxx8837,UKS8837,2019,HYUND,ELANT,GRAY,PRIVATE,1800-BLK HIGHPOINT AVE,168 BELT BLVD,02/11/2024 8:10 PM
02/16/2024 14:01,xxxxxxxxxxxx35104,5NPDH4AE2DH335104,xxx7796,TZA7796,2013,HYUND,ELANT,BEIGE,REPO,1300-BLK E CARY ST,4839WALLERRD,02/16/2024 1:49 PM
02/07/2024 05:45,xxxxxxxxxxxx73384,5NPDH4AE4DH373384,xxx4901,VFC4901,2013,HYUND,ELANT,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 5:45 AM
02/09/2024 01:12,xxxxxxxxxxxx64254,5NPDH4AE5GH664254,xxx8119,UVV8119,2016,HYUND,ELANT,GRAY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 1:12 AM
02/07/2024 03:44,xxxxxxxxxxxx65318,5NPDH4AE9CH065318,xxx6477,TSD6477,2012,HYUND,ELANT,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 3:44 AM
02/14/2024 22:44,xxxxxxxxxxxx96702,5NPE24AF3FH196702,xxx7750,TUY7750,2015,HYUND,SONAT,BLACK,PRIVATE,100-BLK W FRANKLIN ST,168 BELT BLVD,02/14/2024 10:44 PM
02/09/2024 07:30,xxxxxxxxxxxx42509,5NPE24AF4GH342509,xxxx9698,TSE-9698,2016,HYUND,SONAT,RED,REPO,500-BLK W FELLS ST,2500 AUSTIN AVE RICHMOND VA,02/09/2024 7:30 AM
02/15/2024 12:45,xxxxxxxxxxxx14180,5NPE34AF4FH014180,xxx4209,UWC4209,2015,HYUND,SONAT,BLACK,PRIVATE,700-BLK WEST BROAD ST,168 EAST BELT BOULEVARD,02/15/2024 12:45 PM
02/12/2024 19:46,xxxxxxxxxxxx34820,5NPE34AF4FH034820,xxxx6646,TRU-6646,2015,HYUND,SONAT,SILVER,PUBLIC,POWELL RD/ORCUTT LN RICH,642 W SOUTHSIDE PLAZA DRIVE,02/12/2024 6:28 PM
02/05/2024 04:30,xxxxxxxxxxxx18517,5NPE34AF4JH718517,xxxx9368,4EP-9368,2018,HYUND,SONAT,BLACK,REPO,500-BLK W BACON ST,2500 AUSTIN AVE RICHMOND VA,02/05/2024 4:29 AM
02/06/2024 20:36,xxxxxxxxxxxx78748,5NPEB4AC3BH178748,xxxx5422,TSP-5422,2011,HYUND,SONAT,BLACK,PUBLIC,N 26TH ST/NINE MILE RD RICH,642 W SOUTHSIDE PLZ,02/06/2024 8:00 PM
02/10/2024 14:00,xxxxxxxxxxxx65908,5NPEB4AC4BH065908,xxxx8209,TMU-8209,2011,HYUN,SON,BLACK,PUBLIC,500-BLK STOCKTON ST,642 W SOUTHSIDE PLZ,02/10/2024 1:59 PM
02/07/2024 14:35,xxxxxxxxxxxx87831,5NPEB4AC4DH587831,xxxx8458,VWD-8458,2013,HYUND,SON,SIL,PUBLIC,300-BLK W 13TH ST,642 W SOUTHSIDE PLZ,02/07/2024 2:35 PM
02/17/2024 03:48,xxxxxxxxxxxx45899,5NPEB4AC6BH045899,xxxx7989,UTN-7989,2011,HYUND,SONAT,SIL,PUBLIC,STAPLES MILL RD/W BROAD ST RICH,642 W SOUTHSIDE PLZ,02/17/2024 3:47 AM
02/05/2024 15:00,xxxxxxxxxxxx52341,5NPEB4AC6DH652341,xxxx1439,UFF-1439,2013,HYUND,SONAT,SILVER,PUBLIC,00-BLK S 17TH ST,642 W SOUTHSIDE PLZ,02/05/2024 1:59 PM
02/18/2024 13:07,xxxxxxxxxxxx01357,5NPEC4AC1DH601357,xxxx9038,GCK-9038,2013,HYUND,SONAT,GRAY,PUBLIC,KENSINGTON AVE/N ARTHUR ASHE BLVD RICH,642 W SOUTHSIDE PLZ,02/18/2024 12:06 PM
02/08/2024 13:41,xxxxxxxxxxxx88681,5NPEC4AC6EH888681,xxxx1481,USD-1481,2014,HYUN,SON,SILVER,PUBLIC,200-BLK W 9TH ST,642 W SOUTHSIDE PLZ,02/08/2024 1:41 PM
02/09/2024 01:42,xxxxxxxxxxxx31604,5NPEG4JAXLH031604,xxxx3130,UHM-3130,2020,HYUND,SONAT,BLK,PUBLIC,4000-BLK CRUTCHFIELD ST,642 W SOUTHSIDE PLZ,02/09/2024 1:42 AM
02/09/2024 05:29,xxxxxxxxxxxx94713,5NPET46C89H494713,xxx7325,WRY7325,2009,HYUND,SONAT,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 5:29 AM
02/13/2024 19:18,xxxxxxxxxxxx58762,5NPEU46F79H458762,xxx6696,URA6696,2009,HYUND,SONAT,WHITE,PRIVATE,2000-BLK E FRANKLIN ST,1901 RICHMOND HWY,02/13/2024 7:18 PM
02/15/2024 15:32,xxxxxxxxxxxx24762,5NPF84LFXKH424762,xxx7602,VWW7602,2019,HYUND,ELANT,SILVER,PRIVATE,0-BLK W MARSHALL ST,11 THURMAN ST,02/15/2024 3:32 PM
02/14/2024 11:55,xxxxxxxxxxxx34265,5NPLM4AGXMH034265,xxx7224,DHK7224,2021,HYUND,ELANT,BLUE,PUBLIC,900-BLK W MARSHALL ST,4839 WALLER RD,02/14/2024 11:15 AM
02/15/2024 10:52,xxxxxxxxxxxx75390,5NTJDDAF3PH075390,xxx3378,TPR3378,2023,HYUND,SANTA,WHITE,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER RD,02/15/2024 10:52 AM
02/06/2024 08:15,xxxxxxxxxxxx37237,5TBBT44153S437237,xxxx7658,UVE 7658,2003,TOYOT,TUNDR,GRAY,PUBLIC,100-BLK EAST FRANKLIN ST,642 W SOUTHSIDE PLZ,02/06/2024 7:41 AM
02/17/2024 23:06,xxxxxxxxxxxx70430,5TBRT3811YS070430,xxx9783,TZG9783,2000,TOYOT,TUNDR,BLACK,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/17/2024 10:40 PM
02/14/2024 04:40,xxxxxxxxxxxx40224,5TDDK3EH8AS040224,xxx2343,ULP2343,2010,TOYOT,HIGHL,BLACK,PRIVATE,1500-BLK TIFTON CT,1901 RICHMOND HWY,02/14/2024 4:40 AM
02/06/2024 22:18,xxxxxxxxxxxx87701,5TDJY5G17DS087701,xx3903,K33903,2013,TOYOT,SEQUO,BLACK,PRIVATE,200-BLK N 20TH ST,1901 RICHMOND HWY,02/06/2024 10:18 PM
02/08/2024 21:08,xxxxxxxxxxxx25288,5TDYK3DC8GS725288,xxx2943,WRU2943,2016,TOYOT,SIENN,BLACK,PRIVATE,1600-BLK N HAMILTON ST,4901 WALLER ROAD,02/08/2024 9:08 PM
02/10/2024 23:18,xxxxxxxxxxxx01571,5TDZA23C36S401571,xxxx8041,USP 8041,2006,TOYOT,SIENN,SILVER,PUBLIC,4600-BLK SOUTHWOOD PKWY,642 W SOUTHSIDE PLZ,02/10/2024 11:09 PM
02/04/2024 21:14,xxxxxxxxxxxx02187,5TDZARAHXLS502187,xxxx8707,RRS 8707,2020,TOYOT,HIGHL,WHITE,PUBLIC,N HOPKINS RD/HOLLY SPRING AVE RICH,642 W SOUTHSIDE PLZ,02/04/2024 8:39 PM
02/07/2024 09:47,xxxxxxxxxxxx13470,5TFAX5GN9JX113470,xxx2993,URF2993,2018,TOYOT,TACOM,WHITE,PRIVATE,1300-BLK E MAIN ST,1901 RICHMOND HWY,02/07/2024 9:47 AM
02/11/2024 03:51,xxxxxxxxxxxx06148,5TFCZ5ANOGX006148,xxx5512,TMR5512,2008,TOYOT,TACOM,BLACK,PRIVATE,2500-BLK ATWELL DR,11THURMAN ST,02/11/2024 3:51 AM
